gain	96	1	-86.82
gain	1	97	-74.05
gain	97	1	-66.63
gain	1	98	-74.30
gain	98	1	-73.58
gain	1	99	-80.51
gain	99	1	-79.61
gain	2	3	-79.41
gain	3	2	-82.33
gain	2	4	-79.29
gain	4	2	-81.94
gain	2	5	-73.83
gain	5	2	-74.55
gain	2	6	-74.80
gain	6	2	-81.06
gain	2	7	-79.91
gain	7	2	-84.61
gain	2	8	-71.84
gain	8	2	-76.44
gain	2	9	-78.90
gain	9	2	-82.50
gain	2	10	-71.86
gain	10	2	-80.38
gain	2	11	-76.60
gain	11	2	-84.62
gain	2	12	-78.59
gain	12	2	-84.55
gain	2	13	-71.26
gain	13	2	-78.09
gain	2	14	-67.66
gain	14	2	-71.80
gain	2	15	-75.71
gain	15	2	-82.42
gain	2	16	-77.69
gain	16	2	-83.43
gain	2	17	-77.61
gain	17	2	-77.28
gain	2	18	-76.11
gain	18	2	-80.92
gain	2	19	-71.22
gain	19	2	-75.77
gain	2	20	-66.83
gain	20	2	-74.04
gain	2	21	-72.15
gain	21	2	-75.86
gain	2	22	-80.87
gain	22	2	-83.48
gain	2	23	-75.12
gain	23	2	-84.04
gain	2	24	-69.55
gain	24	2	-76.29
gain	2	25	-78.78
gain	25	2	-82.46
gain	2	26	-76.72
gain	26	2	-80.35
gain	2	27	-80.18
gain	27	2	-80.84
gain	2	28	-82.72
gain	28	2	-88.34
gain	2	29	-62.88
gain	29	2	-66.71
gain	2	30	-70.69
gain	30	2	-74.06
gain	2	31	-75.36
gain	31	2	-79.62
gain	2	32	-74.52
gain	32	2	-76.78
gain	2	33	-74.69
gain	33	2	-78.25
gain	2	34	-77.78
gain	34	2	-82.37
gain	2	35	-78.23
gain	35	2	-76.48
gain	2	36	-72.59
gain	36	2	-79.38
gain	2	37	-65.55
gain	37	2	-68.87
gain	2	38	-77.97
gain	38	2	-85.31
gain	2	39	-79.63
gain	39	2	-81.68
gain	2	40	-79.49
gain	40	2	-83.67
gain	2	41	-66.17
gain	41	2	-70.23
gain	2	42	-77.80
gain	42	2	-83.98
gain	2	43	-71.86
gain	43	2	-78.77
gain	2	44	-82.27
gain	44	2	-89.44
gain	2	45	-63.16
gain	45	2	-65.03
gain	2	46	-79.19
gain	46	2	-85.11
gain	2	47	-67.16
gain	47	2	-71.01
gain	2	48	-76.38
gain	48	2	-77.80
gain	2	49	-76.01
gain	49	2	-85.04
gain	2	50	-55.66
gain	50	2	-61.31
gain	2	51	-67.15
gain	51	2	-71.60
gain	2	52	-73.89
gain	52	2	-79.95
gain	2	53	-80.35
gain	53	2	-85.50
gain	2	54	-70.35
gain	54	2	-78.05
gain	2	55	-75.39
gain	55	2	-80.53
gain	2	56	-77.88
gain	56	2	-81.22
gain	2	57	-64.12
gain	57	2	-68.78
gain	2	58	-69.92
gain	58	2	-75.00
gain	2	59	-72.30
gain	59	2	-80.56
gain	2	60	-64.40
gain	60	2	-71.17
gain	2	61	-78.10
gain	61	2	-80.79
gain	2	62	-77.85
gain	62	2	-84.65
gain	2	63	-68.66
gain	63	2	-71.32
gain	2	64	-70.68
gain	64	2	-74.02
gain	2	65	-72.67
gain	65	2	-80.39
gain	2	66	-55.36
gain	66	2	-61.05
gain	2	67	-81.43
gain	67	2	-88.28
gain	2	68	-81.44
gain	68	2	-88.67
gain	2	69	-72.88
gain	69	2	-77.86
gain	2	70	-73.14
gain	70	2	-80.15
gain	2	71	-74.95
gain	71	2	-81.26
gain	2	72	-74.34
gain	72	2	-77.96
gain	2	73	-81.31
gain	73	2	-84.16
gain	2	74	-65.52
gain	74	2	-70.33
gain	2	75	-66.48
gain	75	2	-69.38
gain	2	76	-78.67
gain	76	2	-83.45
gain	2	77	-69.44
gain	77	2	-76.29
gain	2	78	-70.78
gain	78	2	-75.10
gain	2	79	-72.71
gain	79	2	-76.87
gain	2	80	-69.71
gain	80	2	-73.19
gain	2	81	-77.41
gain	81	2	-83.43
gain	2	82	-75.39
gain	82	2	-79.12
gain	2	83	-75.18
gain	83	2	-81.76
gain	2	84	-70.76
gain	84	2	-76.43
gain	2	85	-63.92
gain	85	2	-74.21
gain	2	86	-80.50
gain	86	2	-80.36
gain	2	87	-74.01
gain	87	2	-78.03
gain	2	88	-76.39
gain	88	2	-81.94
gain	2	89	-76.82
gain	89	2	-81.55
gain	2	90	-85.87
gain	90	2	-91.29
gain	2	91	-60.99
gain	91	2	-67.27
gain	2	92	-78.35
gain	92	2	-79.48
gain	2	93	-58.92
gain	93	2	-66.84
gain	2	94	-69.69
gain	94	2	-72.89
gain	2	95	-64.16
gain	95	2	-69.02
gain	2	96	-68.92
gain	96	2	-73.48
gain	2	97	-76.20
gain	97	2	-76.93
gain	2	98	-81.56
gain	98	2	-88.99
gain	2	99	-74.99
gain	99	2	-82.23
gain	3	4	-66.39
gain	4	3	-66.12
gain	3	5	-71.39
gain	5	3	-69.18
gain	3	6	-55.37
gain	6	3	-58.70
gain	3	7	-73.74
gain	7	3	-75.50
gain	3	8	-74.65
gain	8	3	-76.32
gain	3	9	-81.20
gain	9	3	-81.87
gain	3	10	-69.61
gain	10	3	-75.20
gain	3	11	-80.37
gain	11	3	-85.46
gain	3	12	-81.54
gain	12	3	-84.57
gain	3	13	-70.85
gain	13	3	-74.74
gain	3	14	-74.01
gain	14	3	-75.23
gain	3	15	-79.66
gain	15	3	-83.44
gain	3	16	-62.17
gain	16	3	-64.98
gain	3	17	-73.28
gain	17	3	-70.02
gain	3	18	-86.99
gain	18	3	-88.87
gain	3	19	-70.44
gain	19	3	-72.06
gain	3	20	-74.31
gain	20	3	-78.59
gain	3	21	-81.84
gain	21	3	-82.62
gain	3	22	-68.48
gain	22	3	-68.16
gain	3	23	-74.91
gain	23	3	-80.90
gain	3	24	-74.33
gain	24	3	-78.14
gain	3	25	-76.95
gain	25	3	-77.70
gain	3	26	-79.74
gain	26	3	-80.43
gain	3	27	-59.56
gain	27	3	-57.30
gain	3	28	-73.25
gain	28	3	-75.94
gain	3	29	-81.84
gain	29	3	-82.73
gain	3	30	-82.27
gain	30	3	-82.72
gain	3	31	-54.89
gain	31	3	-56.22
gain	3	32	-70.48
gain	32	3	-69.82
gain	3	33	-77.18
gain	33	3	-77.81
gain	3	34	-77.33
gain	34	3	-78.98
gain	3	35	-76.49
gain	35	3	-71.81
gain	3	36	-74.09
gain	36	3	-77.95
gain	3	37	-78.13
gain	37	3	-78.51
gain	3	38	-63.87
gain	38	3	-68.27
gain	3	39	-60.88
gain	39	3	-59.99
gain	3	40	-72.73
gain	40	3	-73.98
gain	3	41	-68.89
gain	41	3	-70.02
gain	3	42	-62.12
gain	42	3	-65.36
gain	3	43	-79.61
gain	43	3	-83.60
gain	3	44	-76.87
gain	44	3	-81.11
gain	3	45	-76.35
gain	45	3	-75.28
gain	3	46	-67.20
gain	46	3	-70.19
gain	3	47	-73.75
gain	47	3	-74.67
gain	3	48	-70.86
gain	48	3	-69.35
gain	3	49	-74.63
gain	49	3	-80.73
gain	3	50	-85.79
gain	50	3	-88.52
gain	3	51	-80.55
gain	51	3	-82.07
gain	3	52	-60.16
gain	52	3	-63.29
gain	3	53	-61.33
gain	53	3	-63.54
gain	3	54	-79.47
gain	54	3	-84.24
gain	3	55	-69.55
gain	55	3	-71.77
gain	3	56	-73.29
gain	56	3	-73.70
gain	3	57	-76.72
gain	57	3	-78.45
gain	3	58	-82.10
gain	58	3	-84.25
gain	3	59	-65.69
gain	59	3	-71.03
gain	3	60	-77.91
gain	60	3	-81.75
gain	3	61	-69.50
gain	61	3	-69.27
gain	3	62	-64.44
gain	62	3	-68.31
gain	3	63	-82.00
gain	63	3	-81.73
gain	3	64	-66.28
gain	64	3	-66.68
gain	3	65	-67.11
gain	65	3	-71.89
gain	3	66	-82.39
gain	66	3	-85.14
gain	3	67	-76.78
gain	67	3	-80.70
gain	3	68	-67.85
gain	68	3	-72.15
gain	3	69	-72.63
gain	69	3	-74.68
gain	3	70	-64.53
gain	70	3	-68.60
gain	3	71	-70.77
gain	71	3	-74.15
gain	3	72	-70.72
gain	72	3	-71.41
gain	3	73	-76.49
gain	73	3	-76.41
gain	3	74	-77.05
gain	74	3	-78.94
gain	3	75	-72.54
gain	75	3	-72.51
gain	3	76	-69.31
gain	76	3	-71.15
gain	3	77	-78.02
gain	77	3	-81.94
gain	3	78	-69.66
gain	78	3	-71.05
gain	3	79	-69.58
gain	79	3	-70.82
gain	3	80	-69.55
gain	80	3	-70.10
gain	3	81	-59.12
gain	81	3	-62.21
gain	3	82	-68.69
gain	82	3	-69.49
gain	3	83	-74.63
gain	83	3	-78.29
gain	3	84	-73.84
gain	84	3	-76.58
gain	3	85	-78.37
gain	85	3	-85.73
gain	3	86	-77.86
gain	86	3	-74.79
gain	3	87	-76.17
gain	87	3	-77.26
gain	3	88	-85.94
gain	88	3	-88.57
gain	3	89	-71.49
gain	89	3	-73.30
gain	3	90	-64.98
gain	90	3	-67.48
gain	3	91	-71.48
gain	91	3	-74.83
gain	3	92	-59.67
gain	92	3	-57.87
gain	3	93	-85.18
gain	93	3	-90.17
gain	3	94	-73.56
gain	94	3	-73.83
gain	3	95	-76.46
gain	95	3	-78.38
gain	3	96	-72.98
gain	96	3	-74.61
gain	3	97	-77.56
gain	97	3	-75.36
gain	3	98	-73.48
gain	98	3	-77.98
gain	3	99	-69.27
gain	99	3	-73.59
gain	4	5	-66.39
gain	5	4	-64.45
gain	4	6	-75.87
gain	6	4	-79.48
gain	4	7	-64.26
gain	7	4	-66.30
gain	4	8	-75.50
gain	8	4	-77.45
gain	4	9	-78.33
gain	9	4	-79.27
gain	4	10	-64.72
gain	10	4	-70.58
gain	4	11	-78.81
gain	11	4	-84.17
gain	4	12	-67.55
gain	12	4	-70.86
gain	4	13	-66.67
gain	13	4	-70.85
gain	4	14	-71.60
gain	14	4	-73.09
gain	4	15	-81.00
gain	15	4	-85.06
gain	4	16	-64.04
gain	16	4	-67.13
gain	4	17	-77.27
gain	17	4	-74.29
gain	4	18	-74.00
gain	18	4	-76.16
gain	4	19	-81.12
gain	19	4	-83.02
gain	4	20	-80.09
gain	20	4	-84.64
gain	4	21	-79.14
gain	21	4	-80.20
gain	4	22	-72.36
gain	22	4	-72.32
gain	4	23	-64.89
gain	23	4	-71.16
gain	4	24	-69.01
gain	24	4	-73.10
gain	4	25	-72.98
gain	25	4	-74.01
gain	4	26	-79.05
gain	26	4	-80.02
gain	4	27	-67.06
gain	27	4	-65.08
gain	4	28	-60.05
gain	28	4	-63.02
gain	4	29	-77.73
gain	29	4	-78.90
gain	4	30	-73.30
gain	30	4	-74.02
gain	4	31	-70.61
gain	31	4	-72.22
gain	4	32	-71.04
gain	32	4	-70.65
gain	4	33	-67.61
gain	33	4	-68.51
gain	4	34	-75.18
gain	34	4	-77.11
gain	4	35	-73.65
gain	35	4	-69.25
gain	4	36	-69.54
gain	36	4	-73.68
gain	4	37	-80.62
gain	37	4	-81.28
gain	4	38	-64.24
gain	38	4	-68.92
gain	4	39	-69.81
gain	39	4	-69.20
gain	4	40	-71.33
gain	40	4	-72.86
gain	4	41	-70.27
gain	41	4	-71.67
gain	4	42	-69.67
gain	42	4	-73.19
gain	4	43	-65.31
gain	43	4	-69.57
gain	4	44	-72.66
gain	44	4	-77.18
gain	4	45	-68.40
gain	45	4	-67.62
gain	4	46	-75.16
gain	46	4	-78.42
gain	4	47	-73.56
gain	47	4	-74.76
gain	4	48	-67.96
gain	48	4	-66.73
gain	4	49	-75.33
gain	49	4	-81.71
gain	4	50	-75.14
gain	50	4	-78.13
gain	4	51	-82.95
gain	51	4	-84.74
gain	4	52	-64.39
gain	52	4	-67.81
gain	4	53	-70.25
gain	53	4	-72.74
